code,name_en
2007,Department of Environmental Affairs
2008,"Department of National Museum, Monuments and Art Gallery"
2100,Industrial Court
2101,Industrial Court
2200,"Ministry of Youth, Gender, Sport and Culture (MYSC)"
2201,Headquarters(MYSC)
2206,Department of National Archives and Records Services
2208,Department of Youth
2209,Department of National Internship Programme
2210,Gender Affairs
2300,Ministry of Transport and Public Works (MTPW)
2301,Headquarters (MTPW)
2302,Department of Building and Engineering Services
2305,Department of Housing
2306,Department of Project Infrastructure Planning
2307,Department of Facilities Management
2308,Department of Infrastructure Development
2309,"Department of Policy Research and Development, Monitoring and Evaluation"
2310,Road Transport and Safety
2311,Government Fleet Management
2312,Road Infrastructure Planning
2313,Building Works Development and Maintenance
2314,Road Infrastructure Development and Maintenance
2315,Transport Corridor Management
2400,"Ministry of Communications, Knowledge and Technology (MCKT)"
2401,Headquarters (MCKT)
2402,Department of Road Transport and Safety
2403,Department of Central Transport Organisation
2404,Department of Telecommunications and Postal Services
2405,Department of Roads
2406,Department of Information Technology
2407,"Research, Science and Technology"
2408,Radiation Protection
2500,Ministry of Defence and Security (MDS)
2501,Headquarters (MDS)
2502,Botswana  Defence Force
2503,Botswana Police Service
2505,Department of Prisons and Rehabilitation
2600,"Ministry of Employment, Labour Productivity and Skills Development"
2601,Headquarters (MELSD)
2602,Department of Labour & Social Security
2603,Department of Occupational Health & Safety
2604,Department of Skills Development
2700,"Ministry of Tertiary Education, Research, Science and Technology"
2701,Headquarters (MoTE)
2702,Department of Tertiary Education Financing
2703,Department of Teacher Training and Technical Education
2704,"Department of Research, Science and Technology"
2705,Radiation Protection Inspectorate
2706,Department of Institutes of Health Sciences
2800,Ethics and Integrity Directorate
2801,Ethics and Integrity Directorate
2900,Ministry of Justice (MoJ)
2901,Headquarters (MoJ)
2903,Office of the Receiver
2904,Department of Refugee Management and Anti Human Trafficking
2905,Department of Land Tribunal
3000,Ministry of Entrepreneurship (MoE)
3001,Headquarters (MoE)
3002,Department of Entrepreneurial Mind Set Change and Culture
3003,Department of Startup Services
3004,Department of Enterprise Development
3005,Department of Cooperatives and Cluster Development
3006,Department of Value Chain Develompment
9100,Appropriations from Revenue
9101,Appropriations from Revenue
9200,Public Debt
9201,Public Debt
9300,"Pensions, Gratuities and Compensations"
9301,Pensions Gratuities and Compensations
9400,Salaries and Allowances- Specified Officers
9401,Salaries and Allowances- Specified Officers
9600,Miscellaneous
9601,Miscellaneous
