code,name_en
413,LIBERIA WATER AND SEWER CORPORATION
416,LIBERIA ELECTRICITY CORPORATION
438,RURAL RENEWABLE ENERGY AGENCY
443,MINISTRY OF MINES AND ENERGY
446,LIBERIA ELECTRICITY REGULATORY COMMISSION
131,LIBERIA AGRICULTURE COMMODITY REGULATORY AUTHORITY
401,MINISTRY OF AGRICULTURE
405,COOPERATIVE DEVELOPMENT AGENCY
423,LIBERIA RUBBER DEVELOPMENT AUTHORITY
426,CENTRAL AGRICULTURAL RESEARCH INSTITUTE (CARI)
441,RUBBER DEVELOPMENT FUND INCORPORATED
121,LIBERIA BROADCASTING SYSTEM
324,NATIONAL HOUSING AUTHORITY
404,MINISTRY OF POST AND TELECOMMUNICATION
406,MINISTRY OF TRANSPORT
409,MINISTRY OF PUBLIC WORKS
415,NATIONAL TRANSIT AUTHORITY
419,NATIONAL HOUSING AND SAVINGS BANK
429,LIBERIA AIRPORT AUTHORITY
116,NATIONAL INVESTMENT COMMISSION
403,MINISTRY OF COMMERCE AND INDUSTRY
408,MINISTRY OF LABOUR
410,LIBERIA INDUSTRIAL PROPERTY SYSTEM
411,LIBERIA COPYRIGHT OFFICE
420,LIBERIA INDUSTRIAL FREE ZONE AUTHORITY
422,NATIONAL INSURANCE CORPORATION OF LIBERIA
425,NATIONAL LOTTERY AUTHORITY
432,NATIONAL BUREAU OF CONCESSIONS
440,LIBERIA INTELLECTUAL PROPERTY OFFICE
